book,chapter,verse,reference,text
Mark,13,23,Mark 13:23,你们要谨慎。看哪，凡事我都预先告诉你们了。」
Mark,13,24,Mark 13:24,「在那些日子，那灾难以后， 日头要变黑了， 月亮也不放光，
Mark,13,25,Mark 13:25,众星要从天上坠落， 天势都要震动。
Mark,13,26,Mark 13:26,那时，他们 要看见人子有大能力、大荣耀，驾云降临。
Mark,13,27,Mark 13:27,他要差遣天使，把他的选民，从四方 ，从地极直到天边，都招聚了来。」
Mark,13,28,Mark 13:28,「你们可以从无花果树学个比方：当树枝发嫩长叶的时候，你们就知道夏天近了。
Mark,13,29,Mark 13:29,这样，你们几时看见这些事成就，也该知道人子 近了，正在门口了。
Mark,13,30,Mark 13:30,我实在告诉你们，这世代还没有过去，这些事都要成就。
Mark,13,31,Mark 13:31,天地要废去，我的话却不能废去。」
Mark,13,32,Mark 13:32,「但那日子，那时辰，没有人知道，连天上的使者也不知道，子也不知道，惟有父知道。
Mark,13,33,Mark 13:33,你们要谨慎，警醒祈祷，因为你们不晓得那日期几时来到。
Mark,13,34,Mark 13:34,这事正如一个人离开本家，寄居外邦，把权柄交给仆人，分派各人当做的工，又吩咐看门的警醒。
Mark,13,35,Mark 13:35,所以，你们要警醒；因为你们不知道家主什么时候来，或晚上，或半夜，或鸡叫，或早晨；
Mark,13,36,Mark 13:36,恐怕他忽然来到，看见你们睡着了。
Mark,13,37,Mark 13:37,我对你们所说的话，也是对众人说：要警醒！」
Mark,14,1,Mark 14:1,过两天是逾越节，又是除酵节，祭司长和文士想法子怎么用诡计捉拿耶稣，杀他。
Mark,14,2,Mark 14:2,只是说：「当节的日子不可，恐怕百姓生乱。」
Mark,14,3,Mark 14:3,耶稣在伯大尼长大麻风的西门家里坐席的时候，有一个女人拿着一玉瓶至贵的真哪哒香膏来，打破玉瓶，把膏浇在耶稣的头上。
Mark,14,4,Mark 14:4,有几个人心中很不喜悦，说：「何用这样枉费香膏呢？
Mark,14,5,Mark 14:5,这香膏可以卖三十多两银子周济穷人。」他们就向那女人生气。
Mark,14,6,Mark 14:6,耶稣说：「由她吧！为什么难为她呢？她在我身上做的是一件美事。
Mark,14,7,Mark 14:7,因为常有穷人和你们同在，要向他们行善随时都可以；只是你们不常有我。
Mark,14,8,Mark 14:8,她所做的，是尽她所能的；她是为我安葬的事把香膏预先浇在我身上。
Mark,14,9,Mark 14:9,我实在告诉你们，普天之下，无论在什么地方传这福音，也要述说这女人所做的，以为记念。」
Mark,14,10,Mark 14:10,十二门徒之中，有一个加略人犹大去见祭司长，要把耶稣交给他们。
Mark,14,11,Mark 14:11,他们听见就欢喜，又应许给他银子；他就寻思如何得便把耶稣交给他们。
Mark,14,12,Mark 14:12,除酵节的第一天，就是宰逾越羊羔的那一天，门徒对耶稣说：「你吃逾越节的筵席要我们往哪里去预备呢？」
Mark,14,13,Mark 14:13,耶稣就打发两个门徒，对他们说：「你们进城去，必有人拿着一瓶水迎面而来，你们就跟着他。
Mark,14,14,Mark 14:14,他进哪家去，你们就对那家的主人说：『夫子说：客房在哪里？我与门徒好在那里吃逾越节的筵席。』
Mark,14,15,Mark 14:15,他必指给你们摆设整齐的一间大楼，你们就在那里为我们预备。」
Mark,14,16,Mark 14:16,门徒出去，进了城，所遇见的正如耶稣所说的。他们就预备了逾越节的筵席。
Mark,14,17,Mark 14:17,到了晚上，耶稣和十二个门徒都来了。
Mark,14,18,Mark 14:18,他们坐席正吃的时候，耶稣说：「我实在告诉你们，你们中间有一个与我同吃的人要卖我了。」
Mark,14,19,Mark 14:19,他们就忧愁起来，一个一个地问他说：「是我吗？」
Mark,14,20,Mark 14:20,耶稣对他们说：「是十二个门徒中同我蘸手在盘子里的那个人。
Mark,14,21,Mark 14:21,人子必要去世，正如经上指着他所写的；但卖人子的人有祸了！那人不生在世上倒好。」
Mark,14,22,Mark 14:22,他们吃的时候，耶稣拿起饼来，祝了福，就擘开，递给他们，说：「你们拿着吃，这是我的身体」；
Mark,14,23,Mark 14:23,又拿起杯来，祝谢了，递给他们；他们都喝了。
Mark,14,24,Mark 14:24,耶稣说：「这是我立约的血，为多人流出来的。
Mark,14,25,Mark 14:25,我实在告诉你们，我不再喝这葡萄汁，直到我在 神的国里喝新的那日子。」
Mark,14,26,Mark 14:26,他们唱了诗，就出来，往橄榄山去。
Mark,14,27,Mark 14:27,耶稣对他们说：「你们都要跌倒了，因为经上记着说： 我要击打牧人， 羊就分散了。
Mark,14,28,Mark 14:28,但我复活以后，要在你们以先往加利利去。」
Mark,14,29,Mark 14:29,彼得说：「众人虽然跌倒，我总不能。」
Mark,14,30,Mark 14:30,耶稣对他说：「我实在告诉你，就在今天夜里，鸡叫两遍以先，你要三次不认我。」
Mark,14,31,Mark 14:31,彼得却极力地说：「我就是必须和你同死，也总不能不认你。」众门徒都是这样说。
Mark,14,32,Mark 14:32,他们来到一个地方，名叫客西马尼。耶稣对门徒说：「你们坐在这里，等我祷告。」
Mark,14,33,Mark 14:33,于是带着彼得、雅各、约翰同去，就惊恐起来，极其难过，
Mark,14,34,Mark 14:34,对他们说：「我心里甚是忧伤，几乎要死；你们在这里等候，警醒。」
Mark,14,35,Mark 14:35,他就稍往前走，俯伏在地，祷告说：「倘若可行，便叫那时候过去。」
Mark,14,36,Mark 14:36,他说：「阿爸！父啊！在你凡事都能；求你将这杯撤去。然而，不要从我的意思，只要从你的意思。」
Mark,14,37,Mark 14:37,耶稣回来，见他们睡着了，就对彼得说：「西门，你睡觉吗？不能警醒片时吗？
Mark,14,38,Mark 14:38,总要警醒祷告，免得入了迷惑。你们心灵固然愿意，肉体却软弱了。」
Mark,14,39,Mark 14:39,耶稣又去祷告，说的话还是与先前一样，
Mark,14,40,Mark 14:40,又来见他们睡着了，因为他们的眼睛甚是困倦；他们也不知道怎么回答。
Mark,14,41,Mark 14:41,第三次来，对他们说：「现在你们仍然睡觉安歇吧 ！够了，时候到了。看哪，人子被卖在罪人手里了。
Mark,14,42,Mark 14:42,起来！我们走吧。看哪，那卖我的人近了！」
Mark,14,43,Mark 14:43,说话之间，忽然那十二个门徒里的犹大来了，并有许多人带着刀棒，从祭司长和文士并长老那里与他同来。
Mark,14,44,Mark 14:44,卖耶稣的人曾给他们一个暗号，说：「我与谁亲嘴，谁就是他。你们把他拿住，牢牢靠靠地带去。」
Mark,14,45,Mark 14:45,犹大来了，随即到耶稣跟前，说：「拉比」，便与他亲嘴。
Mark,14,46,Mark 14:46,他们就下手拿住他。
Mark,14,47,Mark 14:47,旁边站着的人，有一个拔出刀来，将大祭司的仆人砍了一刀，削掉了他一个耳朵。
Mark,14,48,Mark 14:48,耶稣对他们说：「你们带着刀棒出来拿我，如同拿强盗吗？
Mark,14,49,Mark 14:49,我天天教训人，同你们在殿里，你们并没有拿我。但这事成就，为要应验经上的话。」
Mark,14,50,Mark 14:50,门徒都离开他，逃走了。
Mark,14,51,Mark 14:51,有一个少年人，赤身披着一块麻布，跟随耶稣，众人就捉拿他。
Mark,14,52,Mark 14:52,他却丢了麻布，赤身逃走了。
Mark,14,53,Mark 14:53,他们把耶稣带到大祭司那里，又有众祭司长和长老并文士都来和大祭司一同聚集。
Mark,14,54,Mark 14:54,彼得远远地跟着耶稣，一直进入大祭司的院里，和差役一同坐在火光里烤火。
Mark,14,55,Mark 14:55,祭司长和全公会寻找见证控告耶稣，要治死他，却寻不着。
Mark,14,56,Mark 14:56,因为有好些人作假见证告他，只是他们的见证各不相合。
Mark,14,57,Mark 14:57,又有几个人站起来作假见证告他，说：
Mark,14,58,Mark 14:58,「我们听见他说：『我要拆毁这人手所造的殿，三日内就另造一座不是人手所造的。』」
Mark,14,59,Mark 14:59,他们就是这么作见证，也是各不相合。
Mark,14,60,Mark 14:60,大祭司起来站在中间，问耶稣说：「你什么都不回答吗？这些人作见证告你的是什么呢？」
Mark,14,61,Mark 14:61,耶稣却不言语，一句也不回答。大祭司又问他说：「你是那当称颂者的儿子基督不是？」
Mark,14,62,Mark 14:62,耶稣说：「我是。你们必看见人子坐在那权能者的右边，驾着天上的云降临。」
Mark,14,63,Mark 14:63,大祭司就撕开衣服，说：「我们何必再用见证人呢？
Mark,14,64,Mark 14:64,你们已经听见他这僭妄的话了。你们的意见如何？」他们都定他该死的罪。
Mark,14,65,Mark 14:65,就有人吐唾沫在他脸上，又蒙着他的脸，用拳头打他，对他说：「你说预言吧！」差役接过他来，用手掌打他。
Mark,14,66,Mark 14:66,彼得在下边院子里；来了大祭司的一个使女，
Mark,14,67,Mark 14:67,见彼得烤火，就看着他，说：「你素来也是同拿撒勒人耶稣一伙的。」
Mark,14,68,Mark 14:68,彼得却不承认，说：「我不知道，也不明白你说的是什么。」于是出来，到了前院，鸡就叫了。
Mark,14,69,Mark 14:69,那使女看见他，又对旁边站着的人说：「这也是他们一党的。」
Mark,14,70,Mark 14:70,彼得又不承认。过了不多的时候，旁边站着的人又对彼得说：「你真是他们一党的！因为你是加利利人。」
Mark,14,71,Mark 14:71,彼得就发咒起誓地说：「我不认得你们说的这个人。」
Mark,14,72,Mark 14:72,立时鸡叫了第二遍。彼得想起耶稣对他所说的话：「鸡叫两遍以先，你要三次不认我。」思想起来，就哭了。
Mark,15,1,Mark 15:1,一到早晨，祭司长和长老、文士、全公会的人大家商议，就把耶稣捆绑，解去交给彼拉多。
Mark,15,2,Mark 15:2,彼拉多问他说：「你是犹太人的王吗？」耶稣回答说：「你说的是。」
Mark,15,3,Mark 15:3,祭司长告他许多的事。
Mark,15,4,Mark 15:4,彼拉多又问他说：「你看，他们告你这么多的事，你什么都不回答吗？」
Mark,15,5,Mark 15:5,耶稣仍不回答，以致彼拉多觉得希奇。
Mark,15,6,Mark 15:6,每逢这节期，巡抚照众人所求的，释放一个囚犯给他们。
Mark,15,7,Mark 15:7,有一个人名叫巴拉巴，和作乱的人一同捆绑。他们作乱的时候，曾杀过人。
Mark,15,8,Mark 15:8,众人上去求巡抚，照常例给他们办。
Mark,15,9,Mark 15:9,彼拉多说：「你们要我释放犹太人的王给你们吗？」
Mark,15,10,Mark 15:10,他原晓得，祭司长是因为嫉妒才把耶稣解了来。
Mark,15,11,Mark 15:11,只是祭司长挑唆众人，宁可释放巴拉巴给他们。
Mark,15,12,Mark 15:12,彼拉多又说：「那么样，你们所称为犹太人的王，我怎么办他呢？」
Mark,15,13,Mark 15:13,他们又喊着说：「把他钉十字架！」
Mark,15,14,Mark 15:14,彼拉多说：「为什么呢？他做了什么恶事呢？」他们便极力地喊着说：「把他钉十字架！」
Mark,15,15,Mark 15:15,彼拉多要叫众人喜悦，就释放巴拉巴给他们，将耶稣鞭打了，交给人钉十字架。
Mark,15,16,Mark 15:16,兵丁把耶稣带进衙门院里，叫齐了全营的兵。
Mark,15,17,Mark 15:17,他们给他穿上紫袍，又用荆棘编做冠冕给他戴上，
Mark,15,18,Mark 15:18,就庆贺他说：「恭喜，犹太人的王啊！」
Mark,15,19,Mark 15:19,又拿一根苇子打他的头，吐唾沫在他脸上，屈膝拜他。
Mark,15,20,Mark 15:20,戏弄完了，就给他脱了紫袍，仍穿上他自己的衣服，带他出去，要钉十字架。
Mark,15,21,Mark 15:21,有一个古利奈人西门，就是亚历山大和鲁孚的父亲，从乡下来，经过那地方，他们就勉强他同去，好背着耶稣的十字架。
Mark,15,22,Mark 15:22,他们带耶稣到了各各他地方（各各他翻出来就是髑髅地），
Mark,15,23,Mark 15:23,拿没药调和的酒给耶稣，他却不受。
Mark,15,24,Mark 15:24,于是将他钉在十字架上，拈阄分他的衣服，看是谁得什么。
Mark,15,25,Mark 15:25,钉他在十字架上是巳初的时候。
Mark,15,26,Mark 15:26,在上面有他的罪状，写的是：「犹太人的王。」
Mark,15,27,Mark 15:27,他们又把两个强盗和他同钉十字架，一个在右边，一个在左边。
Mark,15,28,Mark 15:28,这就应了经上的话说：他被列在罪犯之中。
Mark,15,29,Mark 15:29,从那里经过的人辱骂他，摇着头说：「咳！你这拆毁圣殿、三日又建造起来的，
Mark,15,30,Mark 15:30,可以救自己，从十字架上下来吧！」
Mark,15,31,Mark 15:31,祭司长和文士也是这样戏弄他，彼此说：「他救了别人，不能救自己。
Mark,15,32,Mark 15:32,以色列的王基督，现在可以从十字架上下来，叫我们看见，就信了。」那和他同钉的人也是讥诮他。
Mark,15,33,Mark 15:33,从午正到申初，遍地都黑暗了。
Mark,15,34,Mark 15:34,申初的时候，耶稣大声喊着说：「以罗伊！以罗伊！拉马撒巴各大尼？」（翻出来就是：我的 神！我的 神！为什么离弃我？）
Mark,15,35,Mark 15:35,旁边站着的人，有的听见就说：「看哪，他叫以利亚呢！」
Mark,15,36,Mark 15:36,有一个人跑去，把海绒蘸满了醋，绑在苇子上，送给他喝，说：「且等着，看以利亚来不来把他取下。」
Mark,15,37,Mark 15:37,耶稣大声喊叫，气就断了。
Mark,15,38,Mark 15:38,殿里的幔子从上到下裂为两半。
Mark,15,39,Mark 15:39,对面站着的百夫长看见耶稣这样喊叫 断气，就说：「这人真是 神的儿子！」
Mark,15,40,Mark 15:40,还有些妇女远远地观看；内中有抹大拉的马利亚，又有小雅各和约西的母亲马利亚，并有撒罗米，
Mark,15,41,Mark 15:41,就是耶稣在 加利利的时候，跟随他、服事他的那些人，还有同耶稣上耶路撒冷的好些妇女 在那里观看。
Mark,15,42,Mark 15:42,到了晚上，因为这是预备日，就是安息日的前一日，
Mark,15,43,Mark 15:43,有亚利马太的约瑟前来，他是尊贵的议士，也是等候 神国的。他放胆进去见彼拉多，求耶稣的身体；
Mark,15,44,Mark 15:44,彼拉多诧异耶稣已经死了，便叫百夫长来，问他耶稣死了久不久。
Mark,15,45,Mark 15:45,既从百夫长得知实情，就把耶稣的尸首赐给约瑟。
Mark,15,46,Mark 15:46,约瑟买了细麻布，把耶稣取下来，用细麻布裹好，安放在磐石中凿出来的坟墓里，又滚过一块石头来挡住墓门。
Mark,15,47,Mark 15:47,抹大拉的马利亚和约西的母亲马利亚都看见安放他的地方。
Mark,16,1,Mark 16:1,过了安息日，抹大拉的马利亚和雅各的母亲马利亚并撒罗米，买了香膏要去膏耶稣的身体。
Mark,16,2,Mark 16:2,七日的第一日清早，出太阳的时候，她们来到坟墓那里，
Mark,16,3,Mark 16:3,彼此说：「谁给我们把石头从墓门滚开呢？」
Mark,16,4,Mark 16:4,那石头原来很大，她们抬头一看，却见石头已经滚开了。
Mark,16,5,Mark 16:5,她们进了坟墓，看见一个少年人坐在右边，穿着白袍，就甚惊恐。
Mark,16,6,Mark 16:6,那少年人对她们说：「不要惊恐！你们寻找那钉十字架的拿撒勒人耶稣，他已经复活了，不在这里。请看安放他的地方。
Mark,16,7,Mark 16:7,你们可以去告诉他的门徒和彼得，说：『他在你们以先往加利利去。在那里你们要见他，正如他从前所告诉你们的。』」
Mark,16,8,Mark 16:8,她们就出来，从坟墓那里逃跑，又发抖又惊奇，什么也不告诉人，因为她们害怕。
Mark,16,9,Mark 16:9,在七日的第一日清早，耶稣复活了，就先向抹大拉的马利亚显现（耶稣从她身上曾赶出七个鬼）。
Mark,16,10,Mark 16:10,她去告诉那向来跟随耶稣的人；那时他们正哀恸哭泣。
Mark,16,11,Mark 16:11,他们听见耶稣活了，被马利亚看见，却是不信。
Mark,16,12,Mark 16:12,这事以后，门徒中间有两个人往乡下去。走路的时候，耶稣变了形象，向他们显现。
Mark,16,13,Mark 16:13,他们就去告诉其余的门徒；其余的门徒也是不信。
Mark,16,14,Mark 16:14,后来，十一个门徒坐席的时候，耶稣向他们显现，责备他们不信，心里刚硬，因为他们不信那些在他复活以后看见他的人。
Mark,16,15,Mark 16:15,他又对他们说：「你们往普天下去，传福音给万民 听。
Mark,16,16,Mark 16:16,信而受洗的，必然得救；不信的，必被定罪。
Mark,16,17,Mark 16:17,信的人必有神迹随着他们，就是奉我的名赶鬼；说新方言；
Mark,16,18,Mark 16:18,手能拿蛇；若喝了什么毒物，也必不受害；手按病人，病人就必好了。」
Mark,16,19,Mark 16:19,主耶稣和他们说完了话，后来被接到天上，坐在 神的右边。
Mark,16,20,Mark 16:20,门徒出去，到处宣传福音。主和他们同工，用神迹随着，证实所传的道。阿们！
