book_order,book,chapter,verse,reference,text
41,Mark,6,26,Mark 6:26,καὶ περίλυπος γενόμενος ὁ βασιλεὺς διὰ τοὺς ὅρκους καὶ τοὺς ἀνακειμένους οὐκ ἠθέλησεν ἀθετῆσαι αὐτήν.
41,Mark,6,27,Mark 6:27,καὶ εὐθὺς ἀποστείλας ὁ βασιλεὺς σπεκουλάτορα ἐπέταξεν ἐνέγκαι τὴν κεφαλὴν αὐτοῦ. ὁ καὶ ἀπελθὼν ἀπεκεφάλισεν αὐτὸν ἐν τῇ φυλακῇ
41,Mark,6,28,Mark 6:28,"καὶ ἤνεγκεν τὴν κεφαλὴν αὐτοῦ ἐπὶ πίνακι καὶ ἔδωκεν αὐτὴν τῷ κορασίῳ, καὶ τὸ κοράσιον ἔδωκεν αὐτὴν τῇ μητρὶ αὐτῆς.¶"
41,Mark,6,29,Mark 6:29,Καὶ ἀκούσαντες οἱ μαθηταὶ αὐτοῦ ἦλθον καὶ ἦραν τὸ πτῶμα αὐτοῦ καὶ ἔθηκαν αὐτὸ ἐν τῷ μνημείῳ.¶
41,Mark,6,30,Mark 6:30,Καὶ συνάγονται οἱ ἀπόστολοι πρὸς τὸν Ἰησοῦν καὶ ἀπήγγειλαν αὐτῷ πάντα καὶ ὅσα ἐποίησαν καὶ ὅσα ἐδίδαξαν.
41,Mark,6,31,Mark 6:31,"καὶ λέγει αὐτοῖς· δεῦτε ὑμεῖς αὐτοὶ κατ᾽ (kat᾽) ἰδίαν εἰς ἔρημον τόπον καὶ ἀναπαύσασθε ὀλίγον· ἦσαν γὰρ οἱ ἐρχόμενοι καὶ οἱ ὑπάγοντες πολλοί, καὶ οὐδὲ φαγεῖν εὐκαίρουν.¶"
41,Mark,6,32,Mark 6:32,Καὶ ἀπῆλθον ἐν τῷ πλοίῳ εἰς ἔρημον τόπον κατ᾽ (kat᾽) ἰδίαν.
41,Mark,6,33,Mark 6:33,"καὶ εἶδον αὐτοὺς ὑπάγοντας οἱ ὄχλοι, καὶ ἐπέγνωσαν αὐτὸν πολλοὶ καὶ πεζῇ ἀπὸ πασῶν τῶν πόλεων συνέδραμον ἐκεῖ καὶ προῆλθον αὐτούς καὶ συνῆλθον πρὸς αὐτόν."
41,Mark,6,34,Mark 6:34,καὶ ἐξελθὼν εἶδεν ὁ Ἰησοῦς πολὺν ὄχλον καὶ ἐσπλαγχνίσθη ἐπ᾽ (ep᾽) αὐτοὺς ὅτι ἦσαν ὡς πρόβατα μὴ ἔχοντα ποιμένα. καὶ ἤρξατο διδάσκειν αὐτοὺς πολλά.¶
41,Mark,6,35,Mark 6:35,"Καὶ ἤδη ὥρας πολλῆς γενομένης προσελθόντες αὐτῷ οἱ μαθηταὶ αὐτοῦ ἔλεγον ὅτι ἔρημός ἐστιν ὁ τόπος, καὶ ἤδη ὥρα πολλή·"
41,Mark,6,36,Mark 6:36,ἀπόλυσον αὐτοὺς ἵνα ἀπελθόντες εἰς τοὺς κύκλῳ ἀγροὺς καὶ κώμας ἀγοράσωσιν ἑαυτοῖς (he'autois) τί ἄρτους γὰρ φάγωσιν οὐκ ἔχουσιν.
41,Mark,6,37,Mark 6:37,ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· δότε αὐτοῖς ὑμεῖς φαγεῖν. καὶ λέγουσιν αὐτῷ· ἀπελθόντες ἀγοράσωμεν δηναρίων διακοσίων ἄρτους καὶ δώσομεν αὐτοῖς φαγεῖν;¶
41,Mark,6,38,Mark 6:38,Ὁ δὲ λέγει αὐτοῖς· πόσους ἄρτους ἔχετε; ὑπάγετε καὶ ἴδετε. καὶ γνόντες λέγουσιν· πέντε καὶ δύο ἰχθύας.
41,Mark,6,39,Mark 6:39,καὶ ἐπέταξεν αὐτοῖς ἀνακλῖναι πάντας συμπόσια συμπόσια ἐπὶ τῷ χλωρῷ χόρτῳ.
41,Mark,6,40,Mark 6:40,καὶ ἀνέπεσαν πρασιαὶ πρασιαὶ κατὰ ἑκατὸν καὶ κατὰ πεντήκοντα.
41,Mark,6,41,Mark 6:41,"καὶ λαβὼν τοὺς πέντε ἄρτους καὶ τοὺς δύο ἰχθύας, ἀναβλέψας εἰς τὸν οὐρανὸν εὐλόγησεν καὶ κατέκλασεν τοὺς ἄρτους καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα παρατιθῶσιν αὐτοῖς, καὶ τοὺς δύο ἰχθύας ἐμέρισεν πᾶσιν."
41,Mark,6,42,Mark 6:42,"καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν,"
41,Mark,6,43,Mark 6:43,καὶ ἦραν κλάσματα δώδεκα κοφίνων πληρώματα καὶ ἀπὸ τῶν ἰχθύων.
41,Mark,6,44,Mark 6:44,καὶ ἦσαν οἱ φαγόντες τοὺς ἄρτους ὡσεὶ πεντακισχίλιοι ἄνδρες.¶
41,Mark,6,45,Mark 6:45,Καὶ εὐθὺς ἠνάγκασεν τοὺς μαθητὰς αὐτοῦ ἐμβῆναι εἰς τὸ πλοῖον καὶ προάγειν εἰς τὸ πέραν πρὸς Βηθσαϊδὰν ἕως (he'ōs) αὐτὸς ἀπολύει τὸν ὄχλον.
41,Mark,6,46,Mark 6:46,καὶ ἀποταξάμενος αὐτοῖς ἀπῆλθεν εἰς τὸ ὄρος προσεύξασθαι.¶
41,Mark,6,47,Mark 6:47,"Καὶ ὀψίας γενομένης ἦν τὸ πλοῖον ἐν μέσῳ τῆς θαλάσσης, καὶ αὐτὸς μόνος ἐπὶ τῆς γῆς."
41,Mark,6,48,Mark 6:48,"καὶ ἰδὼν αὐτοὺς βασανιζομένους ἐν τῷ ἐλαύνειν, ἦν γὰρ ὁ ἄνεμος ἐναντίος αὐτοῖς, καὶ περὶ τετάρτην φυλακὴν τῆς νυκτὸς ἔρχεται πρὸς αὐτοὺς περιπατῶν ἐπὶ τῆς θαλάσσης καὶ ἤθελεν παρελθεῖν αὐτούς.¶"
41,Mark,6,49,Mark 6:49,"Οἱ δὲ ἰδόντες αὐτὸν ἐπὶ τῆς θαλάσσης περιπατοῦντα ἔδοξαν ὅτι φάντασμά ἐστιν, καὶ ἀνέκραξαν·"
41,Mark,6,50,Mark 6:50,"πάντες γὰρ αὐτὸν εἶδον καὶ ἐταράχθησαν. ὁ δὲ εὐθὺς ἐλάλησεν μετ᾽ (met᾽) αὐτῶν καὶ λέγει αὐτοῖς· θαρσεῖτε, ἐγώ εἰμι, μὴ φοβεῖσθε."
41,Mark,6,51,Mark 6:51,"καὶ ἀνέβη πρὸς αὐτοὺς εἰς τὸ πλοῖον, καὶ ἐκόπασεν ὁ ἄνεμος. καὶ λίαν ἐκ περισσοῦ ἐν ἑαυτοῖς (he'autois) ἐξίσταντο καὶ ἐθαύμαζον·"
41,Mark,6,52,Mark 6:52,"οὐ γὰρ συνῆκαν ἐπὶ τοῖς ἄρτοις, ἀλλ᾽ (all᾽) ἦν αὐτῶν ἡ καρδία πεπωρωμένη.¶"
41,Mark,6,53,Mark 6:53,Καὶ διαπεράσαντες ἐπὶ τὴν γῆν ἦλθον εἰς Γεννησαρὲτ καὶ προσωρμίσθησαν.
41,Mark,6,54,Mark 6:54,καὶ ἐξελθόντων αὐτῶν ἐκ τοῦ πλοίου εὐθὺς ἐπιγνόντες αὐτὸν
41,Mark,6,55,Mark 6:55,περιέδραμον ὅλην τὴν χώραν ἐκείνην καὶ ἤρξαντο ἐπὶ τοῖς κραβάττοις τοὺς κακῶς ἔχοντας περιφέρειν ὅπου ἤκουον ὅτι ἐκεῖ ἐστίν.
41,Mark,6,56,Mark 6:56,"καὶ ὅπου ἂν εἰσεπορεύετο εἰς κώμας ἢ εἰς πόλεις ἢ εἰς ἀγροὺς ἐν ταῖς ἀγοραῖς ἐτίθεσαν τοὺς ἀσθενοῦντας καὶ παρεκάλουν αὐτὸν ἵνα κἂν τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ ἅψωνται, καὶ ὅσοι ἂν ἥψαντο αὐτοῦ ἐσῴζοντο.¶"
41,Mark,7,1,Mark 7:1,Καὶ συνάγονται πρὸς αὐτὸν οἱ Φαρισαῖοι καί τινες τῶν γραμματέων ἐλθόντες ἀπὸ Ἱεροσολύμων. (Hi'erosolumōn)
41,Mark,7,2,Mark 7:2,"καὶ ἰδόντες τινὰς τῶν μαθητῶν αὐτοῦ ὅτι κοιναῖς χερσίν, τοῦτ᾽ (tout᾽) ἔστιν ἀνίπτοις, ἐσθίουσιν τοὺς ἄρτους ἐμέμψαντο·"
41,Mark,7,3,Mark 7:3,"οἱ γὰρ Φαρισαῖοι καὶ πάντες οἱ Ἰουδαῖοι ἐὰν μὴ πυγμῇ νίψωνται τὰς χεῖρας, οὐκ ἐσθίουσιν κρατοῦντες τὴν παράδοσιν τῶν πρεσβυτέρων·"
41,Mark,7,4,Mark 7:4,"καὶ ἀπ᾽ (ap᾽) ἀγορᾶς δὲ ὅταν ἔλθωσιν ἐὰν μὴ βαπτίσωνται, οὐκ ἐσθίουσιν· καὶ ἄλλα πολλά ἐστιν ἃ παρέλαβον κρατεῖν, βαπτισμοὺς ποτηρίων καὶ ξεστῶν καὶ χαλκίων καὶ κλινῶν.¶"
41,Mark,7,5,Mark 7:5,"Καὶ ἐπερωτῶσιν αὐτὸν οἱ Φαρισαῖοι καὶ οἱ γραμματεῖς· διὰ τί οὐ περιπατοῦσιν οἱ μαθηταί σου κατὰ τὴν παράδοσιν τῶν πρεσβυτέρων, ἀλλὰ κοιναῖς χερσὶν ἐσθίουσιν τὸν ἄρτον;¶"
41,Mark,7,6,Mark 7:6,"Ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς ὅτι· καλῶς ἐπροφήτευσεν Ἠσαΐας περὶ ὑμῶν τῶν ὑποκριτῶν, ὡς γέγραπται ὅτι οὗτος ὁ λαὸς τοῖς χείλεσίν με τιμᾷ, ἡ δὲ καρδία αὐτῶν πόρρω ἀπέχει ἀπ᾽ (ap᾽) ἐμοῦ."
41,Mark,7,7,Mark 7:7,"μάτην δὲ σέβονταί με διδάσκοντες διδασκαλίας, ἐντάλματα ἀνθρώπων.¶"
41,Mark,7,8,Mark 7:8,Ἀφέντες γὰρ τὴν ἐντολὴν τοῦ θεοῦ κρατεῖτε τὴν παράδοσιν τῶν ἀνθρώπων βαπτισμοὺς ξεστῶν καὶ ποτηρίων καὶ ἄλλα παρόμοια τοιαῦτα πολλὰ ποιεῖτε.
41,Mark,7,9,Mark 7:9,καὶ ἔλεγεν αὐτοῖς· καλῶς ἀθετεῖτε τὴν ἐντολὴν τοῦ θεοῦ ἵνα τὴν παράδοσιν ὑμῶν στήσητε.
41,Mark,7,10,Mark 7:10,"Μωϋσῆς γὰρ εἶπεν· τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καὶ ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω."
41,Mark,7,11,Mark 7:11,"ὑμεῖς δὲ λέγετε· ἐὰν εἴπῃ ἄνθρωπος τῷ πατρὶ ἢ τῇ μητρί· κορβᾶν, ὅ ἐστιν δῶρον, ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,"
41,Mark,7,12,Mark 7:12,"καὶ οὐκέτι ἀφίετε αὐτὸν οὐδὲν ποιῆσαι τῷ πατρὶ αὐτοῦ ἢ τῇ μητρί αὐτοῦ,"
41,Mark,7,13,Mark 7:13,ἀκυροῦντες τὸν λόγον τοῦ θεοῦ τῇ παραδόσει ὑμῶν ᾗ παρεδώκατε· καὶ παρόμοια τοιαῦτα πολλὰ ποιεῖτε.¶
41,Mark,7,14,Mark 7:14,Καὶ προσκαλεσάμενος πάλιν τὸν ὄχλον ἔλεγεν αὐτοῖς· ἀκούσατέ μου πάντες καὶ σύνετε.
41,Mark,7,15,Mark 7:15,"οὐδέν ἐστιν ἔξωθεν τοῦ ἀνθρώπου εἰσπορευόμενον εἰς αὐτὸν ὃ δύναται κοινῶσαι αὐτόν, ἀλλὰ τὰ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενά ἀπ᾽ (ap᾽) αὐτοῦ ἐκεῖνά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον.¶"
41,Mark,7,16,Mark 7:16,Εἴ τις ἔχει ὦτα ἀκούειν ἀκουέτω.
41,Mark,7,17,Mark 7:17,"καὶ ὅτε εἰσῆλθεν εἰς οἶκον ἀπὸ τοῦ ὄχλου, ἐπηρώτων αὐτὸν οἱ μαθηταὶ αὐτοῦ περὶ τὴν παραβολήν."
41,Mark,7,18,Mark 7:18,καὶ λέγει αὐτοῖς· οὕτως καὶ ὑμεῖς ἀσύνετοί ἐστε; οὐ νοεῖτε ὅτι πᾶν τὸ ἔξωθεν εἰσπορευόμενον εἰς τὸν ἄνθρωπον οὐ δύναται αὐτὸν κοινῶσαι;
41,Mark,7,19,Mark 7:19,ὅτι οὐκ εἰσπορεύεται αὐτοῦ εἰς τὴν καρδίαν ἀλλ᾽ (all᾽) εἰς τὴν κοιλίαν καὶ εἰς τὸν ἀφεδρῶνα ἐκπορεύεται καθαρίζων πάντα τὰ βρώματα.
41,Mark,7,20,Mark 7:20,"ἔλεγεν δὲ ὅτι τὸ ἐκ τοῦ ἀνθρώπου ἐκπορευόμενον, ἐκεῖνο κοινοῖ τὸν ἄνθρωπον."
41,Mark,7,21,Mark 7:21,"ἔσωθεν γὰρ ἐκ τῆς καρδίας τῶν ἀνθρώπων οἱ διαλογισμοὶ οἱ κακοὶ ἐκπορεύονται πορνεῖαι, κλοπαί, φόνοι,"
41,Mark,7,22,Mark 7:22,"μοιχεῖαι, πλεονεξίαι, πονηρίαι, δόλος, ἀσέλγεια, ὀφθαλμὸς πονηρός, βλασφημία, ὑπερηφανία, ἀφροσύνη·"
41,Mark,7,23,Mark 7:23,πάντα ταῦτα τὰ πονηρὰ ἔσωθεν ἐκπορεύεται καὶ κοινοῖ τὸν ἄνθρωπον.¶
41,Mark,7,24,Mark 7:24,Καὶ Ἐκεῖθεν δὲ ἀναστὰς ἀπῆλθεν εἰς τὰ ὅρια Τύρου καὶ Σιδῶνος. καὶ εἰσελθὼν εἰς τὴν οἰκίαν οὐδένα ἤθελεν γνῶναι καὶ οὐκ ἠδυνήθη λαθεῖν.
41,Mark,7,25,Mark 7:25,"ἀλλ᾽ (all᾽) εὐθὺς ἀκούσασα γὰρ γυνὴ περὶ αὐτοῦ ἧς εἶχεν τὸ θυγάτριον αὐτῆς πνεῦμα ἀκάθαρτον, ἐλθοῦσα προσέπεσεν πρὸς τοὺς πόδας αὐτοῦ·"
41,Mark,7,26,Mark 7:26,"ἡ δὲ γυνὴ ἦν Ἑλληνὶς Συροφοινίκισσα τῷ γένει, καὶ ἠρώτα αὐτὸν ἵνα τὸ δαιμόνιον ἐκβάλῃ ἐκ τῆς θυγατρὸς αὐτῆς."
41,Mark,7,27,Mark 7:27,ὁ καὶ Ἰησοῦς ἔλεγεν αὐτῇ· ἄφες πρῶτον χορτασθῆναι τὰ τέκνα· οὐ γάρ ἐστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ τοῖς κυναρίοις βαλεῖν.
41,Mark,7,28,Mark 7:28,"ἡ δὲ ἀπεκρίθη καὶ λέγει αὐτῷ· ναὶ κύριε, καὶ γὰρ τὰ κυνάρια ὑποκάτω τῆς τραπέζης ἐσθίουσιν ἀπὸ τῶν ψιχίων τῶν παιδίων.¶"
41,Mark,7,29,Mark 7:29,"Καὶ εἶπεν αὐτῇ· διὰ τοῦτον τὸν λόγον ὕπαγε, ἐξελήλυθεν ἐκ τῆς θυγατρός σου τὸ δαιμόνιον."
41,Mark,7,30,Mark 7:30,καὶ ἀπελθοῦσα εἰς τὸν οἶκον αὐτῆς εὗρεν τὸ παιδίον βεβλημένον ἐπὶ τὴν κλίνην καὶ τὸ δαιμόνιον ἐξεληλυθός.¶
41,Mark,7,31,Mark 7:31,Καὶ πάλιν ἐξελθὼν ἐκ τῶν ὁρίων Τύρου ἦλθεν διὰ Σιδῶνος εἰς τὴν θάλασσαν τῆς Γαλιλαίας ἀνὰ μέσον τῶν ὁρίων Δεκαπόλεως.
41,Mark,7,32,Mark 7:32,καὶ φέρουσιν αὐτῷ κωφὸν καὶ μογιλάλον καὶ παρακαλοῦσιν αὐτὸν ἵνα ἐπιθῇ αὐτῷ τὴν χεῖρα.
41,Mark,7,33,Mark 7:33,"καὶ ἀπολαβόμενος αὐτὸν ἀπὸ τοῦ ὄχλου κατ᾽ (kat᾽) ἰδίαν ἔβαλεν τοὺς δακτύλους αὐτοῦ εἰς τὰ ὦτα αὐτοῦ, καὶ πτύσας ἥψατο τῆς γλώσσης αὐτοῦ,"
41,Mark,7,34,Mark 7:34,"καὶ ἀναβλέψας εἰς τὸν οὐρανὸν ἐστέναξεν καὶ λέγει αὐτῷ· εφφαθα, ὅ ἐστιν διανοίχθητι."
41,Mark,7,35,Mark 7:35,"καὶ εὐθέως ἠνοίγησαν αὐτοῦ αἱ ἀκοαί, καὶ ἐλύθη ὁ δεσμὸς τῆς γλώσσης αὐτοῦ, καὶ ἐλάλει ὀρθῶς."
41,Mark,7,36,Mark 7:36,"καὶ διεστείλατο αὐτοῖς ἵνα μηδενὶ λέγωσιν· ὅσον δὲ αὐτὸς αὐτοῖς διεστέλλετο, αὐτοὶ μᾶλλον περισσότερον ἐκήρυσσον."
41,Mark,7,37,Mark 7:37,καὶ ὑπερπερισσῶς ἐξεπλήσσοντο λέγοντες· καλῶς πάντα πεποίηκεν καὶ τοὺς κωφοὺς ποιεῖ ἀκούειν καὶ τοὺς ἀλάλους λαλεῖν.¶
41,Mark,8,1,Mark 8:1,"Ἐν ἐκείναις ταῖς ἡμέραις πάλιν πολλοῦ ὄχλου ὄντος καὶ μὴ ἐχόντων τί φάγωσιν, προσκαλεσάμενος ὁ Ἰησοῦς τοὺς μαθητὰς αὐτοῦ λέγει αὐτοῖς·"
41,Mark,8,2,Mark 8:2,σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν.
41,Mark,8,3,Mark 8:3,"καὶ ἐὰν ἀπολύσω αὐτοὺς νήστεις εἰς οἶκον αὐτῶν, ἐκλυθήσονται ἐν τῇ ὁδῷ· καί τινες αὐτῶν ἀπὸ μακρόθεν ἥκασιν.¶"
41,Mark,8,4,Mark 8:4,Καὶ ἀπεκρίθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ ὅτι πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπ᾽ (ep᾽) ἐρημίας;
41,Mark,8,5,Mark 8:5,καὶ ἠρώτα αὐτούς· πόσους ἔχετε ἄρτους; οἱ δὲ εἶπαν· ἑπτά.
41,Mark,8,6,Mark 8:6,"καὶ παραγγέλλει τῷ ὄχλῳ ἀναπεσεῖν ἐπὶ τῆς γῆς, καὶ λαβὼν τοὺς ἑπτὰ ἄρτους, εὐχαριστήσας ἔκλασεν καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα παρατιθῶσιν· καὶ παρέθηκαν τῷ ὄχλῳ."
41,Mark,8,7,Mark 8:7,καὶ εἶχον ἰχθύδια ὀλίγα· καὶ εὐλογήσας αὐτὰ εἶπεν καὶ ταῦτα παρατιθέναι.
41,Mark,8,8,Mark 8:8,"καὶ ἔφαγον δέ καὶ ἐχορτάσθησαν, καὶ ἦραν περισσεύματα κλασμάτων ἑπτὰ σπυρίδας."
41,Mark,8,9,Mark 8:9,ἦσαν δὲ οἱ φαγόντες ὡς τετρακισχίλιοι· καὶ ἀπέλυσεν αὐτούς.¶
41,Mark,8,10,Mark 8:10,Καὶ εὐθὺς ἐμβὰς εἰς τὸ πλοῖον μετὰ τῶν μαθητῶν αὐτοῦ ἦλθεν εἰς τὰ μέρη Δαλμανουθά.
41,Mark,8,11,Mark 8:11,"καὶ ἐξῆλθον οἱ Φαρισαῖοι καὶ ἤρξαντο συζητεῖν αὐτῷ ζητοῦντες παρ᾽ (par᾽) αὐτοῦ σημεῖον ἀπὸ τοῦ οὐρανοῦ, πειράζοντες αὐτόν.¶"
41,Mark,8,12,Mark 8:12,"Καὶ ἀναστενάξας τῷ πνεύματι αὐτοῦ λέγει· τί ἡ γενεὰ αὕτη ζητεῖ σημεῖον; ἀμὴν λέγω ὑμῖν, εἰ δοθήσεται τῇ γενεᾷ ταύτῃ σημεῖον."
41,Mark,8,13,Mark 8:13,καὶ ἀφεὶς αὐτοὺς πάλιν ἐμβὰς εἰς τὸ πλοῖον ἀπῆλθεν εἰς τὸ πέραν.
41,Mark,8,14,Mark 8:14,καὶ ἐπελάθοντο λαβεῖν ἄρτους καὶ εἰ μὴ ἕνα ἄρτον οὐκ εἶχον μεθ᾽ (meth᾽) ἑαυτῶν (he'autōn) ἐν τῷ πλοίῳ.
41,Mark,8,15,Mark 8:15,"καὶ διεστέλλετο αὐτοῖς λέγων· ὁρᾶτε, βλέπετε ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ τῆς ζύμης Ἡρῴδου."
41,Mark,8,16,Mark 8:16,καὶ διελογίζοντο πρὸς ἀλλήλους λέγοντες ὅτι ἄρτους οὐκ ἔχουσιν.
41,Mark,8,17,Mark 8:17,καὶ γνοὺς ὁ Ἰησοῦς λέγει αὐτοῖς· τί διαλογίζεσθε ὅτι ἄρτους οὐκ ἔχετε; οὔπω νοεῖτε οὐδὲ συνίετε; ἔτι πεπωρωμένην ἔχετε τὴν καρδίαν ὑμῶν;
41,Mark,8,18,Mark 8:18,"ὀφθαλμοὺς ἔχοντες οὐ βλέπετε, καὶ ὦτα ἔχοντες οὐκ ἀκούετε; καὶ οὐ μνημονεύετε;"
41,Mark,8,19,Mark 8:19,ὅτε τοὺς πέντε ἄρτους ἔκλασα εἰς τοὺς πεντακισχιλίους πόσους κοφίνους κλασμάτων πλήρεις ἤρατε; λέγουσιν αὐτῷ· δώδεκα.
41,Mark,8,20,Mark 8:20,ὅτε δὲ τοὺς ἑπτὰ εἰς τοὺς τετρακισχιλίους πόσων σπυρίδων πληρώματα κλασμάτων ἤρατε; οἱ καὶ λέγουσιν αὐτῷ· ἑπτά.
41,Mark,8,21,Mark 8:21,καὶ ἔλεγεν αὐτοῖς· οὔπω πῶς συνίετε;¶
41,Mark,8,22,Mark 8:22,"Καὶ ἔρχονται εἰς Βηθσαϊδάν, καὶ φέρουσιν αὐτῷ τυφλὸν καὶ παρακαλοῦσιν αὐτὸν ἵνα αὐτοῦ ἅψηται."
41,Mark,8,23,Mark 8:23,"καὶ ἐπιλαβόμενος τῆς χειρὸς τοῦ τυφλοῦ ἐξήνεγκεν αὐτὸν ἔξω τῆς κώμης, καὶ πτύσας εἰς τὰ ὄμματα αὐτοῦ, ἐπιθεὶς τὰς χεῖρας αὐτῷ ἐπηρώτα αὐτόν· εἴ τι βλέπεις;"
41,Mark,8,24,Mark 8:24,καὶ ἀναβλέψας ἔλεγεν· βλέπω τοὺς ἀνθρώπους ὅτι ὡς δένδρα ὁρῶ περιπατοῦντας.
41,Mark,8,25,Mark 8:25,"εἶτα πάλιν ἐπέθηκεν τὰς χεῖρας ἐπὶ τοὺς ὀφθαλμοὺς αὐτοῦ, καὶ ἐποίησεν αὐτὸν διέβλεψεν καὶ ἀπεκατέστη καὶ ἐνέβλεπεν τηλαυγῶς ἅπαντα."
41,Mark,8,26,Mark 8:26,καὶ ἀπέστειλεν αὐτὸν εἰς τὸν οἶκον αὐτοῦ λέγων· μηδὲ εἰς τὴν κώμην εἰσέλθῃς μηδὲ εἴπῃς τινὶ ἐν τῇ κώμῃ.¶
41,Mark,8,27,Mark 8:27,Καὶ ἐξῆλθεν ὁ Ἰησοῦς καὶ οἱ μαθηταὶ αὐτοῦ εἰς τὰς κώμας Καισαρείας τῆς Φιλίππου. καὶ ἐν τῇ ὁδῷ ἐπηρώτα τοὺς μαθητὰς αὐτοῦ λέγων αὐτοῖς· τίνα με λέγουσιν οἱ ἄνθρωποι εἶναι;
41,Mark,8,28,Mark 8:28,"οἱ δὲ εἶπαν αὐτῷ λέγοντες· ὅτι Ἰωάννην τὸν βαπτιστήν, καὶ ἄλλοι· Ἠλίαν, ἄλλοι δὲ ὅτι εἷς τῶν προφητῶν."
41,Mark,8,29,Mark 8:29,καὶ αὐτὸς ἐπηρώτα αὐτούς· ὑμεῖς δὲ τίνα με λέγετε εἶναι; ἀποκριθεὶς δὲ ὁ Πέτρος λέγει αὐτῷ· σὺ εἶ ὁ χριστός.
41,Mark,8,30,Mark 8:30,καὶ ἐπετίμησεν αὐτοῖς ἵνα μηδενὶ λέγωσιν περὶ αὐτοῦ.
41,Mark,8,31,Mark 8:31,καὶ ἤρξατο διδάσκειν αὐτοὺς ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ὑπὸ τῶν πρεσβυτέρων καὶ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ ἀποκτανθῆναι καὶ μετὰ τρεῖς ἡμέρας ἀναστῆναι·
41,Mark,8,32,Mark 8:32,καὶ παρρησίᾳ τὸν λόγον ἐλάλει.¶ Καὶ προσλαβόμενος ὁ Πέτρος αὐτὸν ἤρξατο ἐπιτιμᾶν αὐτῷ.
41,Mark,8,33,Mark 8:33,"ὁ δὲ ἐπιστραφεὶς καὶ ἰδὼν τοὺς μαθητὰς αὐτοῦ ἐπετίμησεν τῷ Πέτρῳ καὶ λέγει· ὕπαγε ὀπίσω μου, σατανᾶ, ὅτι οὐ φρονεῖς τὰ τοῦ θεοῦ ἀλλὰ τὰ τῶν ἀνθρώπων."
41,Mark,8,34,Mark 8:34,"καὶ προσκαλεσάμενος τὸν ὄχλον σὺν τοῖς μαθηταῖς αὐτοῦ εἶπεν αὐτοῖς· εἴ τις θέλει ὀπίσω μου ἀκολουθεῖν, ἀπαρνησάσθω ἑαυτὸν (he'auton) καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθείτω μοι."
41,Mark,8,35,Mark 8:35,"ὃς γὰρ ἐὰν θέλῃ τὴν ψυχὴν αὐτοῦ σῶσαι, ἀπολέσει αὐτήν· ὃς δ᾽ (d᾽) ἂν ἀπολέσει τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ καὶ τοῦ εὐαγγελίου, οὗτος σώσει αὐτήν."
41,Mark,8,36,Mark 8:36,τί γὰρ ὠφελεῖ τὸν ἄνθρωπον ἐὰν κερδῆσαι τὸν κόσμον ὅλον καὶ ζημιωθῆναι τὴν ψυχὴν αὐτοῦ;
41,Mark,8,37,Mark 8:37,ἢ τί γὰρ δοῖ ἄνθρωπος ἀντάλλαγμα τῆς ψυχῆς αὐτοῦ;
41,Mark,8,38,Mark 8:38,"ὃς γὰρ ἐὰν ἐπαισχυνθῇ με καὶ τοὺς ἐμοὺς λόγους ἐν τῇ γενεᾷ ταύτῃ τῇ μοιχαλίδι καὶ ἁμαρτωλῷ, καὶ ὁ υἱὸς τοῦ ἀνθρώπου ἐπαισχυνθήσεται αὐτὸν ὅταν ἔλθῃ ἐν τῇ δόξῃ τοῦ πατρὸς αὐτοῦ μετὰ τῶν ἀγγέλων τῶν ἁγίων.¶"
41,Mark,9,1,Mark 9:1,Καὶ ἔλεγεν αὐτοῖς· ἀμὴν λέγω ὑμῖν ὅτι εἰσίν τινες ὧδε τῶν ἑστηκότων οἵτινες οὐ μὴ γεύσωνται θανάτου ἕως (he'ōs) ἂν ἴδωσιν τὴν βασιλείαν τοῦ θεοῦ ἐληλυθυῖαν ἐν δυνάμει.¶
